Name_and_model,Model_type,In_Game_Price,car_source,stock_specs,Stock_Rating,Drive_Type,speed,handling,acceleration,launch,braking,Offroad,Top_Speed,0-60_Mph,0-100_Mph,g-force,Horse_Power,Weight_lbs
2016 Lamborghini Centenario LP 770-4,HYPERCARS,2300000.0,Autoshow,S1,884.0,AWD,8.3,8.7,8.7,8.0,8.9,4.6,228.6,2.8,5.4,1.28,759,3693.0
2018 Lamborghini Aventador SVJ,HYPERCARS,500000.0,Season Event,S1,889.0,AWD,8.0,8.6,8.3,7.6,8.2,4.7,222.7,2.8,5.8,1.28,759,3607.0
2018 Lamborghini Huracán Performante,TRACK TOYS,275000.0,Autoshow,S1,874.0,AWD,7.6,8.2,9.8,10.0,7.9,4.7,,4.1,,,630,3333.0
2019 Lamborghini Urus,SPORTS UTILITY HEROES,150000.0,Autoshow,A,767.0,AWD,7.1,5.6,6.1,5.1,6.2,6.1,,4.1,,,641,4850.0
2020 Lamborghini Huracán EVO,MODERN SUPERCARS,340000.0,Autoshow,S1,851.0,AWD,7.3,7.7,9.3,10.0,7.4,4.6,203.4,6.4,3.1,1.13,630,3422.0
1972 Land Rover Series III,PICK-UP & 4X4'S,20000.0,Autoshow,D,100.0,AWD,2.6,3.0,1.6,2.3,2.0,7.2,,4.1,,,69,3097.0
1973 Land Rover Range Rover,PICK-UP & 4X4'S,50000.0,Autoshow,D,274.0,AWD,3.3,3.1,2.3,3.5,2.5,7.8,94.9,13.9,,0.74,135,3800.0
1997 Land Rover Defender 90,PICK-UP & 4X4'S,30000.0,Autoshow,D,366.0,AWD,3.8,3.2,2.7,1.8,2.5,8.2,,4.1,,,182,3902.0
2015 Land Rover Range Rover Sport SVR,SPORTS UTILITY HEROES,133000.0,Autoshow,A,722.0,AWD,6.5,4.0,6.0,6.2,4.1,7.2,178.2,4.3,10.5,0.92,550,5148.0
2018 Land Rover Range Rover Velar First Edition,SPORTS UTILITY HEROES,85000.0,Autoshow,B,638.0,AWD,6.0,4.1,4.4,4.1,3.7,6.9,,4.1,,,375,4676.0
2020 Land Rover Defender 110 X,SPORTS UTILITY HEROES,80000.0,Autoshow,C,534.0,AWD,5.4,3.1,4.7,6.0,2.9,7.2,,4.1,,,395,5260.0
1997 Lexus SC300,RETRO SPORTS CARS,25000.0,Autoshow,C,555.0,RWD,5.6,5.1,4.0,3.1,3.0,5.5,152.5,7.4,19.4,0.87,225,3560.0
2010 Lexus LFA,MODERN SUPERCARS,500000.0,Autoshow,S1,810.0,RWD,7.4,6.6,5.8,6.0,7.0,4.5,203.3,6.7,7.8,1.03,552,3263.0
2015 Lexus RC F,SUPER SALOONS,75000.0,Autoshow,A,741.0,RWD,6.7,5.9,5.0,5.2,5.2,4.8,,4.1,,,467,3957.0
2014 Local Motors Rally Fighter,UNLIMITED OFFROAD,100000.0,Autoshow,A,716.0,RWD,6.0,3.8,4.5,3.6,4.0,10.0,,4.1,,,430,3800.0
1969 Lola #6 Penske Sunoco T70 MkIIIB,CLASSIC RACERS,850000.0,Autoshow,S1,818.0,RWD,7.1,5.7,7.0,7.7,4.8,4.2,,4.1,,,460,1852.0
1971 Lotus Elan Sprint,CLASSIC SPORTS CARS,57000.0,Autoshow,D,443.0,RWD,4.6,4.0,3.5,2.5,2.4,4.9,126.8,8.4,26.5,0.81,126,1640.0
1997 Lotus Elise GT1,RETRO SUPERCARS,1800000.0,Autoshow,A,794.0,RWD,6.4,8.1,5.6,3.4,7.1,4.6,,4.1,,,350,2425.0
1999 Lotus Elise Series 1 Sport 190,RETRO SPORTS CARS,81000.0,Autoshow,A,711.0,RWD,5.3,6.0,5.8,4.8,5.1,4.8,,4.1,,,190,1477.0
2012 Lotus Exige S,MODERN SPORTS CARS,85000.0,Autoshow,A,754.0,RWD,6.4,6.3,6.5,6.2,5.4,4.8,176.8,4.0,9.6,1.01,345,2593.0
2016 Lotus 3-Eleven,TRACK TOYS,150000.0,Autoshow,S1,839.0,RWD,6.5,7.7,7.5,7.8,7.1,4.6,181.9,3.3,7.0,1.17,410,2103.0
2020 Lotus Evija,HYPERCARS,2500000.0,Autoshow,S2,994.0,AWD,7.6,7.9,7.6,8.5,10.0,3.9,0.0,2.7,4.5,1.29,"1,973",3704.0
1939 Maserati 8CTF,VINTAGE RACERS,10000000.0,Season Event,B,657.0,RWD,6.7,3.9,3.8,3.2,2.9,4.0,178.6,4.5,9.9,0.87,360,1764.0
2008 Maserati MC12 Versione Corsa,EXTREME TRACK TOYS,2500000.0,Autoshow,S2,961.0,RWD,7.6,10.0,8.1,8.8,10.0,3.9,210.2,3.3,5.8,1.77,756,2646.0
2010 Maserati Gran Turismo S,GT CARS,156000.0,Autoshow,A,702.0,RWD,6.9,6.0,5.4,4.8,4.5,5.0,,4.1,,,432,4146.0
2010 Maserati Gran Turismo S Forza Edition,TRACK TOYS,500000.0,Wheelspin,S1,900.0,RWD,7.9,8.9,6.7,7.3,9.6,3.8,,4.1,,,603,3086.0
2017 Maserati Levante S,SPORTS UTILITY HEROES,85000.0,Autoshow,B,696.0,AWD,6.6,5.0,5.1,2.4,4.3,6.4,,4.1,,,424,4649.0
1990 Mazda Savanna RX-7,RETRO SPORTS CARS,25000.0,Wheelspin,C,558.0,RWD,5.7,4.9,4.3,3.3,3.1,5.1,,4.1,,,200,2981.0
1994 Mazda MX-5 Miata,RETRO SPORTS CARS,25000.0,Autoshow,D,445.0,RWD,4.5,4.5,3.4,2.3,2.5,4.9,,4.1,,,128,2330.0
1997 Mazda RX-7,RETRO SPORTS CARS,35000.0,Autoshow,B,645.0,RWD,6.6,5.5,4.8,3.0,3.3,5.0,,4.1,,,261,2831.0
2002 Mazda RX-7 Spirit R Type-A,RETRO SPORTS CARS,30000.0,Autoshow,B,687.0,RWD,6.5,5.7,5.0,3.5,4.1,5.0,178.7,5.1,12.5,0.96,276,2800.0
2005 Mazda Mazdaspeed MX-5,RETRO SPORTS CARS,25000.0,Autoshow,C,587.0,RWD,5.1,5.5,3.4,3.8,3.5,4.6,,4.1,,,178,2529.0
2011 Mazda RX-8 R3,MODERN SPORTS CARS,27000.0,Autoshow,B,624.0,RWD,5.8,5.5,4.6,3.8,3.7,5.1,,4.1,,,232,3065.0
2013 Mazda MX-5,MODERN SPORTS CARS,26000.0,Autoshow,C,549.0,RWD,4.8,5.4,3.9,3.4,3.4,5.1,131.2,6.1,17.3,0.92,167,2593.0
2016 Mazda MX-5,MODERN SPORTS CARS,35000.0,Autoshow,B,620.0,RWD,5.4,5.6,4.6,4.7,3.7,5.1,,4.1,,,155,2310.0
1993 McLaren F1,RETRO SUPERCARS,15000000.0,Wheelspin,S1,817.0,RWD,8.8,6.6,6.3,5.8,5.4,4.5,243.3,3.4,7.7,1.14,627,2840.0
1997 McLaren F1 GT,RETRO SUPERCARS,15000000.0,Autoshow,S1,866.0,RWD,8.4,8.2,6.2,5.8,7.0,4.3,,4.1,,,618,2469.0
2013 McLaren P1,HYPERCARS,1350000.0,Autoshow,S2,928.0,RWD,9.1,8.4,6.9,7.5,9.5,4.3,253.0,2.9,5.2,1.29,903,3296.0
2015 McLaren 570S Coupé,MODERN SUPERCARS,224000.0,Autoshow,S1,824.0,RWD,7.3,6.9,6.3,4.4,7.1,4.4,,4.1,,,562,3201.0
2015 McLaren 650S Coupé,MODERN SUPERCARS,224000.0,Autoshow,S1,824.0,RWD,7.6,7.2,6.8,4.8,7.5,4.6,,4.1,,,562,3201.0
2018 McLaren 600LT Coupé,TRACK TOYS,260000.0,Autoshow,S1,868.0,RWD,7.4,7.7,6.7,5.3,7.8,4.3,,4.1,,,591,2989.0
2018 McLaren 720S Coupé,MODERN SUPERCARS,340000.0,Car Collection,S1,899.0,RWD,8.4,7.7,6.9,7.6,8.8,4.5,,4.1,,,710,3128.0
2018 McLaren Senna,HYPERCARS,1000000.0,Autoshow,S2,934.0,RWD,8.0,9.3,7.2,7.8,10.0,4.2,222.5,2.7,5.1,1.33,789,2886.0
2019 McLaren 720S Spider,MODERN SUPERCARS,340000.0,Autoshow,S1,887.0,RWD,7.5,7.4,6.9,7.5,8.9,4.4,,4.1,,,711,3236.0
2019 McLaren Speedtail,HYPERCARS,2250000.0,Autoshow,S2,910.0,RWD,9.6,7.4,6.8,7.4,7.4,3.7,,4.1,,,"1,036",3521.0
2020 McLaren GT,SUPER GT,210000.0,Autoshow,S1,823.0,RWD,7.4,6.5,6.6,4.3,5.3,4.6,,4.1,,,611,3384.0
2016 Mercedes-AMG C 63 S Coupé,SUPER SALOONS,90000.0,Autoshow,A,755.0,RWD,7.0,5.9,5.2,5.5,5.6,4.6,191.6,3.8,8.8,0.96,503,3968.0
2017 Mercedes-AMG GT R,SUPER GT,295000.0,Autoshow,S1,837.0,RWD,7.5,7.0,6.4,7.0,7.2,4.5,,4.1,,,577,3428.0
2018 Mercedes-AMG E 63 S,SUPER SALOONS,135000.0,Wheelspin,A,778.0,AWD,7.6,6.0,8.7,9.7,4.8,5.1,,4.1,,,603,4515.0
2018 Mercedes-AMG GT 4-Door Coupé,SUPER SALOONS,175000.0,Autoshow,A,768.0,AWD,8.0,5.8,8.4,9.4,4.5,5.2,,4.1,,,630,4508.0
2021 Mercedes-AMG Mercedes-AMG ONE,HYPERCARS,2700000.0,Autoshow,S2,927.0,AWD,7.7,8.9,7.5,3.2,10.0,4.7,213.1,2.8,6.9,1.37,877,3737.0
1929 Mercedes-Benz SSK,RARE CLASSICS,7500000.0,Autoshow,D,256.0,RWD,4.1,3.6,3.0,1.8,1.9,5.5,,4.1,,,200,3725.0
1939 Mercedes-Benz W154,VINTAGE RACERS,20000000.0,Car Collection,B,672.0,RWD,7.9,3.8,4.1,3.3,2.8,4.2,,4.1,,,483,2683.0
1954 Mercedes-Benz 300 SL Coupé,RARE CLASSICS,1200000.0,Autoshow,D,498.0,RWD,5.1,4.2,3.6,2.3,2.4,5.6,,4.1,,,241,2960.0
1987 Mercedes-Benz AMG Hammer Coupe,RETRO SALOONS,165000.0,Autoshow,B,681.0,RWD,7.2,5.5,4.2,3.0,3.8,4.7,,4.1,,,379,3640.0
1990 Mercedes-Benz 190E 2.5-16 Evolution II,RETRO SALOONS,150000.0,Autoshow,C,579.0,RWD,6.2,4.9,4.0,3.6,2.9,4.4,,4.1,,,235,2954.0
1998 Mercedes-Benz AMG CLK GTR,RETRO SUPERCARS,2000000.0,Autoshow,S1,829.0,RWD,7.5,7.6,6.1,5.1,6.5,4.2,,4.1,,,622,3175.0
1998 Mercedes-Benz AMG CLK GTR Forza Edition,EXTREME TRACK TOYS,2250000.0,Wheelspin,S2,998.0,RWD,7.8,10.0,8.2,9.0,10.0,3.7,,4.1,,,"1,000",2315.0
2011 Mercedes-Benz SLS AMG,SUPER GT,200000.0,Autoshow,S1,804.0,RWD,7.6,6.5,5.8,6.2,6.4,4.4,,4.1,,,571,3571.0
2012 Mercedes-Benz C 63 AMG Coupé Black Series,SUPER SALOONS,150000.0,Autoshow,A,768.0,RWD,7.6,6.1,5.1,5.3,4.9,4.6,,4.1,,,510,3854.0
2012 Mercedes-Benz SLK 55 AMG,MODERN SPORTS CARS,78000.0,Autoshow,A,740.0,RWD,7.3,5.9,5.4,5.7,4.5,4.8,198.2,4.5,10.4,0.95,415,3527.0
2013 Mercedes-Benz A 45 AMG,SUPER HOT HATCH,65000.0,Autoshow,A,707.0,AWD,6.7,6.2,6.6,4.5,4.4,5.1,183.9,4.3,10.6,0.93,355,3263.0
2013 Mercedes-Benz E 63 AMG,SUPER SALOONS,105000.0,Autoshow,A,751.0,AWD,7.7,6.0,7.0,7.8,4.5,5.2,,4.1,,,577,4277.0
2013 Mercedes-Benz G 65 AMG,PICK-UP & 4X4'S,350000.0,Autoshow,B,639.0,AWD,5.9,3.2,6.6,8.0,3.2,8.0,,4.1,,,603,5688.0
2014 Mercedes-Benz G 63 AMG 6x6,PICK-UP & 4X4'S,525000.0,Autoshow,B,606.0,AWD,5.6,3.6,4.0,6.6,4.1,9.3,154.5,7.8,21.4,0.9,536,9050.0
2014 Mercedes-Benz Unimog U5023,TRUCKS,100000.0,Autoshow,D,103.0,AWD,2.8,3.3,1.3,3.0,2.7,8.7,,4.1,,,228,15432.0
2015 Mercedes-Benz #24 Tankpool24 Racing Truck,TRUCKS,500000.0,Autoshow,A,702.0,RWD,5.1,5.6,5.4,5.8,5.0,5.0,,4.1,,,"1,080",12125.0
2015 Mercedes-Benz #24 Tankpool24 Racing Truck Forza Edition,UNLIMITED OFFROAD,750000.0,Wheelspin,A,800.0,AWD,6.1,3.3,8.8,10.0,5.3,9.7,,4.1,,,"1,743",3685.0
2018 Mercedes-Benz X-Class,PICK-UP & 4X4'S,65000.0,Autoshow,D,368.0,AWD,4.2,3.2,2.4,4.2,2.8,7.8,,4.1,,,188,4764.0
1970 Mercury Cyclone Spoiler,CLASSIC MUSCLE,0.0,Autoshow,D,491.0,RWD,5.8,3.6,3.1,2.8,2.2,4.9,,4.1,,,370,3947.0
1971 Meyers Manx,CULT CARS,35000.0,Wheelspin,D,291.0,RWD,3.1,4.3,2.9,5.3,2.6,5.9,,4.1,,,60,1235.0
1971 Meyers Manx Forza Edition,TRACK TOYS,500000.0,Wheelspin,A,800.0,RWD,5.2,6.8,8.2,9.3,7.7,3.8,,4.1,,,250,1102.0
1986 MG Metro 6R4,RALLY MONSTERS,125000.0,Wheelspin,S1,811.0,AWD,4.6,5.9,8.8,8.2,5.8,7.5,,4.1,,,410,2271.0
1965 Mini Cooper S,CLASSIC RALLY,30000.0,Autoshow,D,281.0,FWD,3.6,3.2,2.6,2.7,2.0,4.1,,4.1,,,75,1480.0
2009 Mini John Cooper Works,HOT HATCH,25000.0,Autoshow,C,598.0,FWD,5.4,5.0,4.1,4.1,3.8,4.7,,4.1,,,208,2701.0
2012 Mini John Cooper Works GP,HOT HATCH,38000.0,Autoshow,B,628.0,FWD,5.4,4.9,4.2,4.3,3.7,4.6,,4.1,,,215,2557.0
2013 Mini X-Raid ALL4 Racing Countryman,OFFROAD,250000.0,Wheelspin,B,632.0,AWD,3.3,4.7,5.2,8.4,4.1,8.1,,4.1,,,307,4299.0
2018 Mini John Cooper Works Countryman ALL4,SPORTS UTILITY HEROES,38500.0,Autoshow,C,537.0,AWD,5.1,5.0,3.8,5.3,3.0,5.7,,4.1,,,228,3653.0
2018 Mini X-Raid John Cooper Works Buggy,OFFROAD,250000.0,Autoshow,B,632.0,RWD,4.5,3.7,4.9,6.6,4.9,10.0,,4.1,,,340,4328.0
1988 Mitsubishi Starion ESI-R,RETRO SPORTS CARS,20000.0,Autoshow,C,549.0,RWD,5.2,5.0,4.2,3.5,2.9,5.3,,4.1,,,188,3087.0
1995 Mitsubishi Eclipse GSX,RETRO SPORTS CARS,25000.0,Autoshow,C,543.0,AWD,5.9,4.8,3.9,3.2,2.8,5.4,,4.1,,,210,3199.0
1997 Mitsubishi GTO,RETRO SPORTS CARS,20000.0,Autoshow,B,610.0,AWD,6.1,5.1,4.5,3.6,3.4,5.5,,4.1,,,320,3704.0
1999 Mitsubishi Lancer Evolution VI GSR,RETRO RALLY,28000.0,Autoshow,B,659.0,AWD,5.6,5.3,5.6,3.8,3.7,5.5,,4.1,,,280,2822.0
2004 Mitsubishi Lancer Evolution VIII MR,MODERN RALLY,31000.0,Autoshow,B,664.0,AWD,6.2,5.4,5.7,3.1,3.6,5.7,,4.1,,,305,3109.0
2006 Mitsubishi Lancer Evolution IX MR,MODERN RALLY,27000.0,Autoshow,B,632.0,AWD,5.9,5.4,4.7,2.4,3.6,5.6,,4.1,,,286,3285.0
2008 Mitsubishi Lancer Evolution X GSR,MODERN RALLY,43000.0,Autoshow,B,649.0,AWD,5.7,5.5,5.1,2.9,3.7,5.7,,4.1,,,305,3395.0
"2008 Mitsubishi Lancer Evolution X GSR ""Welcome Pack""",MODERN RALLY,43000.0,Autoshow,A,800.0,AWD,7.1,5.8,9.2,4.6,4.1,8.1,,4.1,,,583,3395.0
2014 Morgan 3 Wheeler,CULT CARS,50000.0,Autoshow,D,488.0,RWD,4.0,3.2,3.3,3.2,2.9,4.2,,4.1,,,82,1200.0
1953 Morris Minor 1000 Forza Edition,TRACK TOYS,500000.0,Wheelspin,A,800.0,RWD,4.9,6.4,5.9,6.3,6.4,2.9,,4.1,,,308,1433.0
1958 Morris Minor 1000,CULT CARS,20000.0,Autoshow,D,100.0,RWD,2.7,4.0,1.6,2.1,1.9,5.6,,4.1,,,37,1764.0
2010 Mosler MT900S,EXTREME TRACK TOYS,320000.0,Autoshow,S2,919.0,RWD,8.2,9.8,7.4,8.1,8.4,4.7,,4.1,,,530,2480.0
1933 Napier Napier-Railton,VINTAGE RACERS,1500000.0,Autoshow,B,603.0,RWD,6.5,4.1,3.7,3.6,3.1,4.4,,4.1,,,564,4518.0
1969 Nissan Fairlady Z 432,CLASSIC SPORTS CARS,150000.0,Car Collection,D,482.0,RWD,4.4,4.7,3.6,2.4,2.7,5.2,,4.1,,,160,2308.0
1971 Nissan Skyline 2000GT-R,CLASSIC SPORTS CARS,60000.0,Autoshow,D,493.0,RWD,4.7,4.4,3.6,2.5,2.6,5.0,132.2,7.0,20.0,0.79,160,2425.0
1973 Nissan Skyline H/T 2000GT-R,CLASSIC SPORTS CARS,170000.0,Autoshow,C,518.0,RWD,4.7,4.5,3.4,2.2,3.0,5.8,,4.1,,,158,2524.0
1987 Nissan Skyline GTS-R (HR31),RETRO SPORTS CARS,100000.0,Autoshow,C,543.0,RWD,5.7,4.7,4.0,2.5,2.7,4.9,,4.1,,,206,2965.0
1990 Nissan Pulsar GTI-R,RETRO RALLY,20000.0,Autoshow,C,594.0,AWD,5.4,4.8,5.5,3.4,2.9,5.1,,4.1,,,227,2734.0
1992 Nissan Silvia CLUB K's,RETRO SPORTS CARS,25000.0,Autoshow,C,537.0,RWD,5.5,4.7,3.8,3.5,2.7,4.8,,4.1,,,202,2535.0
1993 Nissan 240SX SE,RETRO SPORTS CARS,25000.0,Autoshow,D,445.0,RWD,5.1,4.6,3.3,2.5,2.5,5.3,137.5,8.4,25.0,0.82,155,2915.0
1993 Nissan Skyline GT-R V-Spec,RETRO SPORTS CARS,85000.0,Autoshow,B,626.0,AWD,5.8,5.7,4.5,2.7,3.6,5.3,,4.1,,,320,3307.0
1994 Nissan Fairlady Z Version S Twin Turbo,RETRO SPORTS CARS,20000.0,Autoshow,B,607.0,RWD,6.0,5.2,4.3,2.7,3.2,4.9,,4.1,,,276,3351.0
1994 Nissan Silvia K's,RETRO SPORTS CARS,25000.0,Autoshow,B,617.0,RWD,5.8,5.3,4.4,2.7,3.4,5.2,,4.1,,,217,2789.0
1995 Nissan NISMO GT-R LM,RETRO SPORTS CARS,1100000.0,Autoshow,B,658.0,RWD,5.9,6.6,4.5,3.0,4.0,4.0,162.4,5.6,13.9,0.97,300,3483.0
1997 Nissan Skyline GT-R V-Spec,RETRO SPORTS CARS,37000.0,Autoshow,B,635.0,AWD,6.1,5.7,4.8,2.5,3.7,5.4,,4.1,,,278,3393.0
1998 Nissan R390 (GT1),RETRO SUPERCARS,1250000.0,Autoshow,S1,859.0,RWD,7.1,7.8,6.3,2.5,7.1,3.5,,4.1,,,550,2264.0
1998 Nissan Silvia K's Aero,RETRO SPORTS CARS,25000.0,Autoshow,B,609.0,RWD,5.7,5.2,4.4,2.5,3.4,5.3,,4.1,,,217,2789.0
2000 Nissan Silvia Spec-R,RETRO SPORTS CARS,35000.0,Autoshow,B,632.0,RWD,5.9,5.4,4.6,2.6,3.7,5.4,,4.1,,,250,2734.0
2002 Nissan Skyline GT-R V-Spec II,RETRO SPORTS CARS,63000.0,Autoshow,B,657.0,AWD,6.1,5.6,4.9,2.6,3.6,5.4,,4.1,,,327,3439.0
2003 Nissan Fairlady Z,RETRO SPORTS CARS,35000.0,Autoshow,B,650.0,RWD,6.5,5.5,4.6,4.0,3.5,4.8,,4.1,,,287,3310.0
2003 Nissan Fairlady Z Forza Edition,UNLIMITED OFFROAD,500000.0,Wheelspin,A,800.0,RWD,5.0,3.0,5.4,5.5,6.4,8.3,,4.1,,,542,2756.0
2004 Nissan Pickup #23 Rally Raid,UNLIMITED OFFROAD,500000.0,Autoshow,C,577.0,AWD,4.4,5.5,3.1,4.5,4.8,9.9,,4.1,,,268,4740.0
2010 Nissan 370Z,MODERN SPORTS CARS,40000.0,Autoshow,B,688.0,RWD,6.6,5.7,4.8,4.6,3.9,4.8,,4.1,,,332,3267.0
2012 Nissan GT-R Black Edition (R35),MODERN SUPERCARS,105000.0,Autoshow,S1,810.0,AWD,7.6,6.7,8.5,8.1,5.3,5.0,212.1,2.8,7.0,1.07,542,3887.0
2016 Nissan Titan Warrior Concept,PICK-UP & 4X4'S,50000.0,Autoshow,D,486.0,AWD,4.7,3.6,3.2,3.6,3.2,8.9,,4.1,,,310,7388.0
2017 Nissan GT-R (R35),MODERN SUPERCARS,132000.0,Autoshow,S1,814.0,AWD,7.5,6.7,8.7,7.8,5.3,4.8,208.9,2.8,6.9,1.07,565,3933.0
1984 Opel Manta 400,RALLY MONSTERS,100000.0,Autoshow,B,691.0,RWD,5.8,4.9,4.6,4.8,3.7,6.6,,4.1,,,275,2183.0
2009 Pagani Zonda Cinque Roadster,HYPERCARS,2100000.0,Autoshow,S1,896.0,RWD,7.4,8.0,6.5,6.9,8.9,4.5,204.4,3.3,6.5,1.22,678,2858.0
2010 Pagani Zonda R,EXTREME TRACK TOYS,1800000.0,Autoshow,S2,959.0,RWD,8.0,10.0,7.3,7.9,10.0,3.9,221.8,2.8,5.1,1.74,739,2536.0
2016 Pagani Huayra BC,HYPERCARS,2700000.0,Wheelspin,S2,929.0,RWD,8.4,9.1,7.0,7.6,10.0,4.2,,4.1,,,740,2685.0
2016 Pagani Huayra BC Forza Edition,EXTREME TRACK TOYS,2700000.0,Wheelspin,S2,998.0,RWD,8.1,10.0,8.0,8.8,10.0,3.7,,4.1,,,"1,006",2425.0
1962 Peel P50,CULT CLASSICS,250000.0,Season Event,D,100.0,RWD,1.2,3.0,1.0,2.3,3.9,4.5,,4.1,,,4,311.0
1965 Peel Trident,CULT CLASSICS,250000.0,Season Event,D,100.0,RWD,1.3,3.0,1.0,2.5,2.6,5.5,,4.1,,,4,353.0
2011 Penhall The Cholla,UNLIMITED BUGGIES,100000.0,Autoshow,B,655.0,RWD,4.1,3.7,5.7,4.8,4.3,10.0,,4.1,,,196,2200.0
1984 Peugeot 205 Turbo 16,RETRO RALLY,200000.0,Wheelspin,B,616.0,AWD,5.0,5.0,4.4,1.6,3.6,7.2,,4.1,,,200,2524.0
1991 Peugeot 205 Rallye,RETRO HOT HATCH,20000.0,Autoshow,D,462.0,FWD,4.3,4.4,2.9,3.8,2.5,4.9,120.0,9.6,25.0,0.84,99,1742.0
2007 Peugeot 207 Super 2000,RALLY MONSTERS,150000.0,Autoshow,A,755.0,AWD,5.3,6.2,5.9,5.2,5.7,8.0,,4.1,,,280,2425.0
1971 Plymouth Cuda 426 Hemi,CLASSIC MUSCLE,160000.0,Autoshow,C,547.0,RWD,5.6,3.7,3.4,3.3,2.4,5.3,,4.1,,,425,3880.0
2015 Polaris RZR XP 1000 EPS,UTV'S,25000.0,Autoshow,C,501.0,AWD,3.4,3.5,3.8,3.8,4.4,9.0,,4.1,,,110,1530.0
1965 Pontiac GTO,CLASSIC MUSCLE,48000.0,Autoshow,D,484.0,RWD,4.7,3.2,3.1,2.9,2.0,5.4,,4.1,,,360,3468.0
1977 Pontiac Firebird Trans Am,CLASSIC MUSCLE,45000.0,Autoshow,D,418.0,RWD,5.1,3.9,3.1,2.0,2.1,5.7,,4.1,,,201,3800.0
1987 Pontiac Firebird Trans Am GTA,RETRO MUSCLE,25000.0,Autoshow,D,485.0,RWD,5.5,4.1,3.4,3.1,2.4,4.8,,4.1,,,210,3483.0
1987 Pontiac Firebird Trans Am GTA Forza Edition,TRACK TOYS,500000.0,Wheelspin,S1,900.0,RWD,6.9,7.1,5.5,5.8,6.3,3.4,,4.1,,,850,3219.0
1959 Porsche 356 A 1600 Super,RARE CLASSICS,240000.0,Autoshow,D,241.0,RWD,3.8,3.7,1.8,2.1,1.8,5.3,,4.1,,,75,1931.0
1970 Porsche #3 917 LH,CLASSIC RACERS,15000000.0,Autoshow,S1,856.0,RWD,8.2,5.9,7.2,7.1,4.9,4.0,,4.1,,,601,2044.0
1970 Porsche 914/6,CLASSIC SPORTS CARS,24000.0,Autoshow,D,427.0,RWD,4.4,4.2,3.4,2.8,2.5,5.2,,4.1,,,125,2196.0
1973 Porsche 911 Carrera RS,RARE CLASSICS,350000.0,Barn,B,601.0,RWD,5.2,4.9,5.1,3.7,3.1,5.0,,4.1,,,207,2450.0
1982 Porsche 911 Turbo 3.3,RETRO SUPERCARS,150000.0,Autoshow,B,666.0,RWD,5.6,5.2,4.8,2.0,4.1,5.2,,4.1,,,296,2866.0
1985 Porsche #185 959 Prodrive Rally Raid,RALLY MONSTERS,1500000.0,Autoshow,A,742.0,AWD,6.1,5.4,7.5,6.1,4.3,7.6,,4.1,,,394,3322.0
1987 Porsche 959,RETRO SUPERCARS,2000000.0,Autoshow,A,764.0,AWD,7.3,6.2,8.2,4.7,4.9,4.7,200.3,3.6,8.2,1.08,450,3190.0
1989 Porsche #65 Rothsport Racing 911 'Desert Flyer',RALLY MONSTERS,500000.0,Autoshow,B,694.0,RWD,4.8,5.0,5.7,4.8,4.1,8.5,,4.1,,,325,2840.0
1989 Porsche 944 Turbo,RETRO SPORTS CARS,35000.0,Autoshow,B,651.0,RWD,5.8,5.3,4.9,2.6,4.1,5.3,,4.1,,,247,3115.0
1993 Porsche 968 Turbo S,RETRO SPORTS CARS,140000.0,Autoshow,A,701.0,RWD,6.2,5.2,5.3,4.5,4.1,4.8,,4.1,,,305,2866.0
1995 Porsche 911 GT2,RETRO SUPERCARS,550000.0,Autoshow,A,753.0,RWD,6.5,6.3,6.7,5.7,5.3,4.5,180.3,3.9,8.7,1.1,424,2855.0
1998 Porsche 911 GT1 Strassenversion,RETRO SUPERCARS,2500000.0,Autoshow,S1,840.0,RWD,7.2,7.9,6.0,6.3,8.7,3.9,,4.1,,,536,2646.0
2003 Porsche Carrera GT,RETRO SUPERCARS,1000000.0,Autoshow,S1,845.0,RWD,7.6,7.1,6.6,7.2,7.5,4.5,,4.1,,,605,3258.0
2004 Porsche 911 GT3,RETRO SUPERCARS,65000.0,Autoshow,A,778.0,RWD,7.1,6.9,6.4,5.7,5.3,4.8,,4.1,,,381,3160.0
2012 Porsche 911 GT2 RS,TRACK TOYS,240000.0,Autoshow,S1,860.0,RWD,7.7,7.6,8.0,6.3,7.7,4.6,,4.1,,,611,3020.0
2014 Porsche 911 Turbo S,MODERN SUPERCARS,150000.0,Autoshow,S1,808.0,AWD,7.9,6.6,8.3,9.3,6.7,4.6,215.6,2.6,6.8,1.09,560,3607.0
2014 Porsche 918 Spyder,HYPERCARS,850000.0,Autoshow,S2,920.0,AWD,8.8,8.9,10.0,10.0,9.3,4.6,,4.1,,,887,3692.0
2015 Porsche Cayman GTS,MODERN SPORTS CARS,80000.0,Autoshow,A,767.0,RWD,6.6,6.4,6.1,6.2,5.2,4.6,,4.1,,,340,2965.0
2016 Porsche 911 GT3 RS,TRACK TOYS,235000.0,Autoshow,S1,864.0,RWD,7.8,8.3,7.4,7.8,8.0,4.5,,4.1,,,493,3131.0
2016 Porsche Cayman GT4,TRACK TOYS,85000.0,Autoshow,S1,819.0,RWD,7.0,8.1,6.8,6.6,7.6,4.2,,4.1,,,385,2955.0
2017 Porsche Panamera Turbo,SUPER SALOONS,150000.0,Autoshow,A,767.0,AWD,7.6,6.3,7.1,8.2,6.1,5.1,,4.1,,,550,4398.0
